fold#	line	filename	origline	indx	err_indx	error	correction	types
fold5	78	ID2297.txt	22	54	54	dazu lernen	dazulernen	['orth: 06 sep instead of tog: compounds']
fold5	91	ID2457.txt	4	47	47	alter	Alter	['orth: 02 lcp instead of cap: other cases']
fold5	97	ID2457.txt	10	4	4	dass	das	['orth: 15 insertions: of double consonants']
fold5	101	ID2457.txt	14	156	156	Drogenabhängig	drogenabhängig	['orth: 03 cap instead of lcp']
fold5	102	ID2457.txt	15	4	4	Schwerwiegendes	schwerwiegendes	['orth: 03 cap instead of lcp']
fold5	121	ID1524.txt	17	25	25	Anderen	anderen	['orth: 03 cap instead of lcp']
fold5	121	ID1524.txt	17	59	59	dazu zu gehören	dazuzugehören	['orth: 06 sep instead of tog: compounds']
fold5	125	ID1524.txt	21	23	23	Erwachsen werden	Erwachsenwerden	['orth: 06 sep instead of tog: compounds', 'orth: 05 lcp/cap in combination with sep instead of tog/tog instead of sep']
fold5	127	ID1524.txt	23	0	0	Letzendlich	Letztendlich	['orth: 14 omissions: of one grapheme']
fold5	133	ID1495.txt	5	50	50	Erwachsen werdens	Erwachsenwerdens	['orth: 06 sep instead of tog: compounds', 'orth: 05 lcp/cap in combination with sep instead of tog/tog instead of sep']
fold5	142	ID1495.txt	14	48	48	normalste	Normalste	['orth: 02 lcp instead of cap: other cases']
fold5	145	ID1495.txt	17	38	38	etc	etc.	['orth: 27 abbreviations']
fold5	146	ID1495.txt	18	67	67	top aktuell	topaktuell	['orth: 06 sep instead of tog: compounds']
fold5	151	ID1495.txt	23	69	69	wen	wenn	['orth: 11 omissions: of double consonants']
fold5	151	ID1495.txt	23	254	253	beste	Beste	['orth: 02 lcp instead of cap: other cases']
fold5	152	ID1495.txt	24	37	37	2-3 mal	2- 3-mal	['orth: 07 sep instead of tog: other cases']
fold5	178	ID1917.txt	4	12	12	Enzenbergers	Enzensbergers	['orth: 28 Eigennamen']
fold5	178	ID1917.txt	4	87	86	wider	wieder	['orth: 12 omissions: of a vowel: (i) instead of (ie)']
fold5	185	ID1917.txt	11	27	27	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold5	185	ID1917.txt	11	86	85	schreckliches	Schreckliches	['orth: 02 lcp instead of cap: other cases']
fold5	192	ID1917.txt	18	11	11	widerum	wiederum	['orth: 12 omissions: of a vowel: (i) instead of (ie)']
fold5	200	ID1917.txt	26	12	12	fleiß	Fleiß	['orth: 02 lcp instead of cap: other cases']
fold5	200	ID1917.txt	26	23	23	ehrgeiz	Ehrgeiz	['orth: 02 lcp instead of cap: other cases']
fold5	202	ID1917.txt	28	45	45	dass	das	['orth: 15 insertions: of double consonants']
fold5	216	ID1917.txt	42	81	81	vorallem	vor allem	['orth: 08 tog instead of sep: minimal phraseologism']
fold5	221	ID2154.txt	5	52	52	Qualvolles	qualvolles	['orth: 03 cap instead of lcp']
fold5	221	ID2154.txt	5	93	93	etwas	Etwas	['orth: 02 lcp instead of cap: other cases']
fold5	223	ID2154.txt	7	4	4	Jemand	jemand	['orth: 03 cap instead of lcp']
fold5	228	ID2154.txt	12	130	130	tolles	Tolles	['orth: 02 lcp instead of cap: other cases']
fold5	229	ID2154.txt	13	52	52	auchso	auch so	['orth: 09 tog instead of sep: other cases']
fold5	230	ID2154.txt	14	62	62	Pupertät	Pubertät	['orth: 22 transpositions: of consonants: Fortis/Lenis']
fold5	233	ID2154.txt	17	104	104	drann	dran	['orth: 15 insertions: of double consonants']
fold5	235	ID2154.txt	19	0	0	Es	er	['corr: gender']
fold5	236	ID2154.txt	20	33	33	Mental	mental	['orth: 03 cap instead of lcp']
fold5	236	ID2154.txt	20	122	122	Jährige	jährige	['orth: 03 cap instead of lcp']
fold5	237	ID2154.txt	21	19	19	Menschliche	menschliche	['orth: 03 cap instead of lcp']
fold5	241	ID2154.txt	25	4	4	Ein- oder Andere	ein oder andere	['orth: 09 tog instead of sep: other cases', 'orth: 03 cap instead of lcp']
fold5	249	ID2154.txt	33	41	41	mobbing	Mobbing	['orth: 02 lcp instead of cap: other cases']
fold5	250	ID2154.txt	34	46	46	gehn	gehen	['orth: 14 omissions: of one grapheme']
fold5	253	ID2154.txt	37	17	17	gegensatz	Gegensatz	['orth: 02 lcp instead of cap: other cases']
fold5	265	ID1416.txt	1	118	118	Essayist	essayisten	['infl: strong_instead_of_weak']
fold5	269	ID1416.txt	5	69	69	im Beruf / Schule	im beruf/in der schule	['ommi: ellipses']
fold5	270	ID1416.txt	6	0	0	das	Das	['orth: 04 lcp/cap behind punctuation marks']
fold5	275	ID1416.txt	11	60	60	Minderjährigen	minderjährige	['corr: inflection_paradigm']
fold5	275	ID1416.txt	11	94	95	Selbsbewusstsein	Selbstbewusstsein	['orth: 14 omissions: of one grapheme']
fold5	277	ID1416.txt	13	11	11	dazu zu gehöhren	dazuzugehören	['orth: 06 sep instead of tog: compounds']
fold5	284	ID1416.txt	20	17	17	Ausenwelt	Außenwelt	['orth: 23 transpositions: of consonants: other cases']
fold5	285	ID1034.txt	1	80	80	auseinander gehen	auseinandergehen	['orth: 06 sep instead of tog: compounds']
fold5	286	ID1034.txt	2	111	111	prägensten	prägendsten	['orth: 14 omissions: of one grapheme']
fold5	294	ID1034.txt	10	256	256	Medienpresenz	Medienpräsenz	['orth: 19 transpositions: of (e/ä) / (ä/e)']
fold5	314	ID2962.txt	20	29	29	gesammtes	gesamtes	['orth: 15 insertions: of double consonants']
fold5	321	ID2962.txt	27	37	37	Unabhängig	unabhängig	['orth: 03 cap instead of lcp']
fold5	321	ID2962.txt	27	53	53	Selbstständig	selbstständig	['orth: 03 cap instead of lcp']
fold5	328	ID2962.txt	34	28	28	Styl	Style	['orth: 14 omissions: of one grapheme']
fold5	337	ID2962.txt	43	31	31	Selbstsicher	selbstsicher	['orth: 03 cap instead of lcp']
fold5	342	ID2670.txt	1	159	159	dass man froh sein muss	vvfin dass man froh sein muss	['ommi: incomplete_clause']
fold5	352	ID2670.txt	11	71	71	korperlichen	körperlichen	['orth: 21 transpositions: of vowel and umlaut']
fold5	358	ID2670.txt	17	42	42	heranwachsens	Heranwachsens	['orth: 02 lcp instead of cap: other cases']
fold5	368	ID2514.txt	1	65	65	auseinandersetzten	auseinandersetzen	['orth: 17 insertions: other cases']
fold5	376	ID2514.txt	9	10	10	das	dass	['orth: 11 omissions: of double consonants']
fold5	379	ID2514.txt	12	18	18	das	dass	['orth: 11 omissions: of double consonants']
fold5	382	ID2514.txt	15	20	20	das	dass	['orth: 11 omissions: of double consonants']
fold5	382	ID2514.txt	15	63	62		dazulernt	['orth: 06 sep instead of tog: compounds']
fold5	386	ID2514.txt	19	56	56	um zugehen	umzugehen	['orth: 06 sep instead of tog: compounds']
fold5	388	ID2514.txt	21	11	11	ein mal	einmal	['orth: 07 sep instead of tog: other cases']
fold5	390	ID2514.txt	23	37	37	erwachsen werden	Erwachsenwerden	['orth: 06 sep instead of tog: compounds']
fold5	392	ID2514.txt	25	43	43	das	dass	['orth: 11 omissions: of double consonants']
fold5	396	ID2514.txt	29	0	0	Zu dem	Zudem	['orth: 07 sep instead of tog: other cases']
fold5	396	ID2514.txt	29	45	46	das	dass	['orth: 11 omissions: of double consonants']
fold5	397	ID2514.txt	30	24	24	wiedersprechen	widersprechen	['orth: 16 insertions: of a vowel: (ie) instead of (i)']
fold5	400	ID2514.txt	33	49	49	Erwachsen sein	Erwachsensein	['orth: 06 sep instead of tog: compounds', 'orth: 05 lcp/cap in combination with sep instead of tog/tog instead of sep']
fold5	405	ID2514.txt	38	147	147	fern zu sehen	fernzusehen	['orth: 06 sep instead of tog: compounds']
fold5	405	ID2514.txt	38	165	167	ähnliches	Ähnliches	['orth: 02 lcp instead of cap: other cases']
fold5	409	ID2514.txt	42	19	19	das	dass	['orth: 11 omissions: of double consonants']
fold5	411	ID2514.txt	44	54	54	heut zutage	heutzutage	['orth: 07 sep instead of tog: other cases']
fold5	411	ID2514.txt	44	70	71	Jugendlicher sein	Jugendlichersein	['orth: 06 sep instead of tog: compounds']
fold5	412	ID2514.txt	45	29	29	das	dass	['orth: 11 omissions: of double consonants']
fold5	413	ID2514.txt	46	29	29	Beste	beste	['orth: 03 cap instead of lcp']
fold5	414	ID2514.txt	47	69	69	Große	große	['orth: 03 cap instead of lcp']
fold5	414	ID2514.txt	47	104	104	zusammen bleibt	zusammenbleibt	['orth: 06 sep instead of tog: compounds']
fold5	423	ID2923.txt	5	53	53	Richtige	richtige	['orth: 03 cap instead of lcp']
fold5	424	ID2923.txt	6	31	31	Einiges	einiges	['orth: 03 cap instead of lcp']
fold5	433	ID2923.txt	15	71	71	errinnere	erinnere	['orth: 15 insertions: of double consonants']
fold5	439	ID2923.txt	21	12	12	eigendlich	eigentlich	['orth: 22 transpositions: of consonants: Fortis/Lenis']
fold5	440	ID2923.txt	22	55	55	mitte	Mitte	['orth: 02 lcp instead of cap: other cases']
fold5	444	ID2923.txt	26	32	32	dazu zu gehören	dazuzugehören	['orth: 06 sep instead of tog: compounds']
fold5	445	ID2923.txt	27	114	114	wiedermal	wieder mal	['orth: 09 tog instead of sep: other cases']
fold5	454	ID2923.txt	36	0	0	Eigendlich	Eigentlich	['orth: 22 transpositions: of consonants: Fortis/Lenis']
fold5	462	ID2066.txt	6	306	306	projezieren	projizieren	['orth: 18 transpositions: of vowels']
fold5	465	ID2066.txt	9	112	112	widerum	wiederum	['orth: 12 omissions: of a vowel: (i) instead of (ie)']
fold5	467	ID2066.txt	11	59	59	mit macht	mitmacht	['orth: 06 sep instead of tog: compounds']
fold5	470	ID2066.txt	14	59	59	dabei zu sein	dabeizusein	['orth: 06 sep instead of tog: compounds']
fold5	474	ID2066.txt	18	3	3	Ich	ich	['orth: 03 cap instead of lcp']
fold5	475	ID2066.txt	19	17	17	das	dass	['orth: 11 omissions: of double consonants']
fold5	477	ID2066.txt	21	23	23	Kleidungstücke	Kleidungsstücke	['orth: 14 omissions: of one grapheme']
fold5	484	ID2066.txt	28	59	59	Lebenstandart	Lebensstandard	['orth: 22 transpositions: of consonants: Fortis/Lenis', 'orth: 14 omissions: of one grapheme']
fold5	489	ID2066.txt	33	80	80	garnicht	gar nicht	['orth: 08 tog instead of sep: minimal phraseologism']
fold5	496	ID2066.txt	40	63	63	Schönste	schönste	['orth: 03 cap instead of lcp']
fold5	500	ID2066.txt	44	16	16	das	dass	['orth: 11 omissions: of double consonants']
fold5	501	ID2066.txt	45	31	31	umsont	umsonst	['orth: 14 omissions: of one grapheme']
fold5	506	ID2278.txt	5	36	36	Jugendlichen	jugendlichen	['orth: 03 cap instead of lcp']
fold5	507	ID2278.txt	6	34	34	Wohnort	wohnortbedingt	['orth: 06 sep instead of tog: compounds']
fold5	508	ID2278.txt	7	97	97	heranwachsende	Heranwachsende	['orth: 02 lcp instead of cap: other cases']
fold5	513	ID2278.txt	12	8	8	zu finden	herauszufinden	['orth: 06 sep instead of tog: compounds']
fold5	514	ID2278.txt	13	28	28	mitschüler	Mitschüler	['orth: 02 lcp instead of cap: other cases']
fold5	520	ID2278.txt	19	3	3	cliquen	Cliquen	['orth: 02 lcp instead of cap: other cases']
fold5	521	ID2278.txt	20	37	37	den selben	denselben	['orth: 07 sep instead of tog: other cases']
fold5	527	ID2278.txt	26	13	13	gymnasium	Gymnasium	['orth: 02 lcp instead of cap: other cases']
fold5	528	ID2278.txt	27	100	100	Entwickelt	entwickelt	['orth: 03 cap instead of lcp']
fold5	530	ID2278.txt	29	83	83	reiz	Reiz	['orth: 02 lcp instead of cap: other cases']
fold5	531	ID2278.txt	30	68	68	weg	Weg	['orth: 02 lcp instead of cap: other cases']
fold5	532	ID2278.txt	31	38	38	das	dass	['orth: 11 omissions: of double consonants']
fold5	532	ID2278.txt	31	134	133	wen	wenn	['orth: 11 omissions: of double consonants']
fold5	534	ID2163.txt	2	75	75	sonstiges	Sonstiges	['orth: 02 lcp instead of cap: other cases']
fold5	536	ID2163.txt	4	94	94	einzelnen	Einzelnen	['orth: 02 lcp instead of cap: other cases']
fold5	540	ID2163.txt	8	52	52	denen	der	['corr: number']
fold5	541	ID2163.txt	9	37	37	Kaugummiautomates	kaugummiautomaten	['infl: strong_instead_of_weak']
fold5	542	ID2163.txt	10	74	74	zu	als	['corr: other']
fold5	546	ID2163.txt	14	38	38	Jugendliche	jugendlicher	['corr: case']
fold5	553	ID2163.txt	21	49	49	denoch	dennoch	['orth: 11 omissions: of double consonants']
fold5	555	ID2163.txt	23	24	24	unmengen	Unmengen	['orth: 02 lcp instead of cap: other cases']
fold5	560	ID2163.txt	28	54	54	Gedächtnissverlust	Gedächtnisverlust	['orth: 15 insertions: of double consonants']
fold5	569	ID2163.txt	37	0	0		Debatte	['orth: 22 transpositions: of consonants: Fortis/Lenis', 'orth: 11 omissions: of double consonants']
fold5	578	ID2333.txt	1	21	21	die selben	dieselben	['orth: 07 sep instead of tog: other cases']
fold5	578	ID2333.txt	1	72	73	sie	Sie	['orth: 04 lcp/cap behind punctuation marks']
fold5	582	ID2333.txt	5	198	198	bescheid	Bescheid	['orth: 02 lcp instead of cap: other cases']
fold5	594	ID2333.txt	17	203	203	wer	Wer	['orth: 04 lcp/cap behind punctuation marks']
fold5	595	ID2333.txt	18	1	1	können	Können	['orth: 04 lcp/cap behind punctuation marks']
fold5	600	ID2333.txt	23	32	32	so wie	sowie	['orth: 07 sep instead of tog: other cases']
fold5	602	ID1823.txt	1	61	61	Essayist	essayisten	['infl: strong_instead_of_weak']
fold5	602	ID1823.txt	1	85	83	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold5	603	ID1823.txt	2	0	0	Er äußerte in einem Interview	er äußerte sich in einem interview dahingehend	['ommi: incomplete_clause']
fold5	604	ID1823.txt	3	0	0	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold5	616	ID1823.txt	15	45	45	Jahre lang	jahrelang	['orth: 06 sep instead of tog: compounds']
fold5	622	ID1823.txt	21	16	16	dasses	dass es	['orth: 09 tog instead of sep: other cases']
fold5	627	ID1225.txt	5	4	4	19-jährige	19-Jährige	['orth: 02 lcp instead of cap: other cases']
fold5	632	ID1225.txt	10	17	17	ließt	liest	['orth: 23 transpositions: of consonants: other cases']
fold5	642	ID1225.txt	20	76	76	auseinander zu setzen	auseinanderzusetzen	['orth: 06 sep instead of tog: compounds']
fold5	644	ID1225.txt	22	102	102	Autofahren	Auto fahren	['orth: 06 sep instead of tog: compounds']
fold5	647	ID1225.txt	25	17	17	Jeenusz	Janusz	['orth: 28 Eigennamen']
fold5	662	ID1225.txt	40	107	107	wertlegen	Wert legen	['orth: 09 tog instead of sep: other cases']
fold5	667	ID1225.txt	45	28	28	Enzenbergers	Enzensbergers	['orth: 28 Eigennamen']
fold5	667	ID1225.txt	45	93	92	darauß	daraus	['orth: 23 transpositions: of consonants: other cases']
fold5	667	ID1225.txt	45	143	142	versäumte	Versäumte	['orth: 02 lcp instead of cap: other cases']
fold5	678	ID1487.txt	10	9	9	äußert	äußert sich	['ommi: incomplete_phrase']
fold5	688	ID1487.txt	20	71	71	Discotheken	Diskotheken	['orth: 23 transpositions: of consonants: other cases']
fold5	690	ID1487.txt	22	57	57	Discotheken	Diskotheken	['orth: 23 transpositions: of consonants: other cases']
fold5	695	ID1487.txt	27	93	93	Discothek	Diskothek	['orth: 23 transpositions: of consonants: other cases']
fold5	696	ID1487.txt	28	92	92	los geht	losgeht	['orth: 06 sep instead of tog: compounds']
fold5	698	ID1487.txt	30	3	3	dieser	dieser	['corr: case']
fold5	703	ID1487.txt	35	41	41	solange	so lange	['orth: 08 tog instead of sep: minimal phraseologism']
fold5	706	ID1487.txt	38	25	25	dreisig	dreißig	['orth: 23 transpositions: of consonants: other cases']
fold5	713	ID1487.txt	45	31	31	Enzensberger	enzensbergers	['infl: others']
fold5	713	ID1487.txt	45	163	162	es	sie	['corr: gender']
fold5	713	ID1487.txt	45	265	263	es	sie	['corr: gender']
fold5	715	ID2887.txt	2	82	82	sich an anderen zu orientieren	dazu, sich an anderen zu orientieren	['ommi: incomplete_phrase']
fold5	726	ID2887.txt	13	23	23	gleichaltrige	Gleichaltrige	['orth: 02 lcp instead of cap: other cases']
fold5	728	ID2887.txt	15	75	75	mit machen	mitmachen	['orth: 06 sep instead of tog: compounds']
fold5	731	ID2887.txt	18	35	35	läuft	Läuft	['orth: 04 lcp/cap behind punctuation marks']
fold5	736	ID2887.txt	23	28	28	Unternehmen	unternehmen	['orth: 03 cap instead of lcp']
fold5	739	ID2887.txt	26	39	39	psysisch	psychisch	['orth: 23 transpositions: of consonants: other cases']
fold5	753	ID2887.txt	40	17	17	Jugendliche	jugendlichen	['corr: inflection_paradigm']
fold5	765	ID2887.txt	52	143	143	Hip Hop Künstlern	Hiphop-Künstlern	['orth: 07 sep instead of tog: other cases', 'orth: 06 sep instead of tog: compounds']
fold5	775	ID2424.txt	2	0	0	oder	Oder	['orth: 04 lcp/cap behind punctuation marks']
fold5	778	ID2424.txt	5	82	82	ersterer	ersteren	['corr: case']
fold5	778	ID2424.txt	5	92	92	Sprüche	sprüchen	['corr: case']
fold5	783	ID2424.txt	10	40	40	zu	für	['corr: incorrect_preposition_(po)']
fold5	783	ID2424.txt	10	96	95	zu	für	['corr: incorrect_preposition_(po)']
fold5	784	ID2424.txt	11	140	140	Parties	Partys	['orth: 18 transpositions: of vowels']
fold5	793	ID2424.txt	20	65	65	selber stark zu sein und zeigen	selber stark zu sein und zu zeigen	['ommi: ellipses']
fold5	801	ID2424.txt	28	135	135	folge	Folge	['orth: 02 lcp instead of cap: other cases']
fold5	804	ID2424.txt	31	49	49	ä	Ä	['orth: 27 abbreviations']
fold5	819	ID2424.txt	46	98	98	ist	sind	['corr: number']
fold5	823	ID2330.txt	4	112	112	mit zu machen	mitzumachen	['orth: 06 sep instead of tog: compounds']
fold5	823	ID2330.txt	4	136	138	Erwachsen	erwachsen	['orth: 03 cap instead of lcp']
fold5	825	ID2330.txt	6	41	41	Fernsehr	Fernseher	['orth: 14 omissions: of one grapheme']
fold5	825	ID2330.txt	6	119	118	Strafbar	strafbar	['orth: 03 cap instead of lcp']
fold5	826	ID2330.txt	7	32	32	das	dass	['orth: 11 omissions: of double consonants']
fold5	833	ID2330.txt	14	30	30	Ich	ich	['orth: 03 cap instead of lcp']
fold5	833	ID2330.txt	14	47	47	das	dass	['orth: 11 omissions: of double consonants']
fold5	840	ID2663.txt	6	192	192	zurecht zukommen	zurechtzukommen	['orth: 06 sep instead of tog: compounds']
fold5	841	ID2663.txt	7	94	94	mal	Mal	['orth: 02 lcp instead of cap: other cases']
fold5	850	ID2663.txt	16	73	73	dass	das	['orth: 15 insertions: of double consonants']
fold5	852	ID2663.txt	18	72	72	es	Es	['orth: 04 lcp/cap behind punctuation marks']
fold5	854	ID2298.txt	2	68	68	heut zu tage	heutzutage	['orth: 07 sep instead of tog: other cases']
fold5	854	ID2298.txt	2	97	99	eigenschaften	Eigenschaften	['orth: 02 lcp instead of cap: other cases']
fold5	855	ID2298.txt	3	99	99	Deutsche	deutsche	['orth: 03 cap instead of lcp']
fold5	855	ID2298.txt	3	140	140	heut zu tage	heutzutage	['orth: 07 sep instead of tog: other cases']
fold5	856	ID2298.txt	4	23	23	trend	Trend	['orth: 02 lcp instead of cap: other cases']
fold5	856	ID2298.txt	4	49	49	mode	Mode	['orth: 02 lcp instead of cap: other cases']
fold5	857	ID2298.txt	5	82	82	im	ihm	['orth: 14 omissions: of one grapheme']
fold5	857	ID2298.txt	5	87	86	gänge	ginge	['orth: 18 transpositions: of vowels']
fold5	857	ID2298.txt	5	130	129	Vorrübergehen	vorübergehen	['orth: 15 insertions: of double consonants', 'orth: 03 cap instead of lcp']
fold5	858	ID2298.txt	6	65	65	Ansehlichsten	ansehnlichsten	['orth: 03 cap instead of lcp']
fold5	858	ID2298.txt	6	100	99	trends	Trends	['orth: 02 lcp instead of cap: other cases']
fold5	858	ID2298.txt	6	111	110	Gefallt	Gewalt	['orth: 15 insertions: of double consonants', 'orth: 23 transpositions: of consonants: other cases']
fold5	859	ID2298.txt	7	22	22	heut zu tage	heutzutage	['orth: 07 sep instead of tog: other cases']
fold5	859	ID2298.txt	7	68	70	können	Können	['orth: 02 lcp instead of cap: other cases']
fold5	861	ID2298.txt	9	52	52	teil	Teil	['orth: 02 lcp instead of cap: other cases']
fold5	861	ID2298.txt	9	82	82	zu gerichtete	zugerichtete	['orth: 06 sep instead of tog: compounds']
fold5	862	ID2298.txt	10	47	47	respekt	Respekt	['orth: 02 lcp instead of cap: other cases']
fold5	862	ID2298.txt	10	138	138	gegenteil	Gegenteil	['orth: 02 lcp instead of cap: other cases']
fold5	862	ID2298.txt	10	158	158	das	dass	['orth: 11 omissions: of double consonants']
fold5	863	ID2298.txt	11	29	29	das	dass	['orth: 11 omissions: of double consonants']
fold5	867	ID2298.txt	15	56	56	beste	Beste	['orth: 02 lcp instead of cap: other cases']
fold5	867	ID2298.txt	15	67	67	besten	Besten	['orth: 02 lcp instead of cap: other cases']
fold5	868	ID2298.txt	16	42	42	das	dass	['orth: 11 omissions: of double consonants']
fold5	868	ID2298.txt	16	52	51	Jugendlich	Jugendlicher	['orth: 13 omissions: of graphemecluster']
fold5	868	ID2298.txt	16	71	68	trend	Trend	['orth: 02 lcp instead of cap: other cases']
fold5	868	ID2298.txt	16	286	283	trends	Trends	['orth: 02 lcp instead of cap: other cases']
fold5	870	ID2298.txt	18	147	147	das	dass	['orth: 11 omissions: of double consonants']
fold5	871	ID2298.txt	19	50	50	heut zu tage	heutzutage	['orth: 07 sep instead of tog: other cases']
fold5	872	ID2298.txt	20	0	0	Jugendlich	Jugendliche	['orth: 14 omissions: of one grapheme']
fold5	872	ID2298.txt	20	27	26	Neusten	neuesten	['orth: 03 cap instead of lcp']
fold5	872	ID2298.txt	20	40	38	Schönsten	schönsten	['orth: 03 cap instead of lcp']
fold5	872	ID2298.txt	20	80	78	ausgeschloßen	ausgeschlossen	['orth: 24 transpositions: of (ss) and (ß)']
fold5	872	ID2298.txt	20	106	103	so genannte	sogenannte	['orth: 07 sep instead of tog: other cases']
fold5	873	ID2298.txt	21	123	123	garnicht	gar nicht	['orth: 08 tog instead of sep: minimal phraseologism']
fold5	876	ID2298.txt	24	74	74	spaß	Spaß	['orth: 02 lcp instead of cap: other cases']
fold5	876	ID2298.txt	24	120	120	das	dass	['orth: 11 omissions: of double consonants']
fold5	877	ID2298.txt	25	57	57	Zuhause	zuhause	['orth: 03 cap instead of lcp']
fold5	877	ID2298.txt	25	66	66	rum sitzen	rumsitzen	['orth: 06 sep instead of tog: compounds']
fold5	877	ID2298.txt	25	129	130	PC-games	PC-Games	['orth: 02 lcp instead of cap: other cases']
fold5	877	ID2298.txt	25	255	256	Private	private	['orth: 03 cap instead of lcp']
fold5	877	ID2298.txt	25	263	264	partys	Partys	['orth: 02 lcp instead of cap: other cases']
fold5	877	ID2298.txt	25	289	290	bekanntschaften	Bekanntschaften	['orth: 02 lcp instead of cap: other cases']
fold5	878	ID2298.txt	26	49	49	nurnoch	nur noch	['orth: 09 tog instead of sep: other cases']
fold5	878	ID2298.txt	26	75	74	Ich	ich	['orth: 03 cap instead of lcp']
fold5	878	ID2298.txt	26	187	186	über Brücken	überbrücken	['orth: 06 sep instead of tog: compounds']
fold5	879	ID2298.txt	27	7	7	Jugendlich	Jugendliche	['orth: 14 omissions: of one grapheme']
fold5	880	ID2298.txt	28	13	13	Komentar	Kommentar	['orth: 11 omissions: of double consonants']
fold5	881	ID2298.txt	29	69	69	meinung	Meinung	['orth: 02 lcp instead of cap: other cases']
fold5	881	ID2298.txt	29	87	87	das	dass	['orth: 11 omissions: of double consonants']
fold5	881	ID2298.txt	29	123	122	Kostbare	kostbare	['orth: 03 cap instead of lcp']
fold5	881	ID2298.txt	29	149	148	Ausnutzen	ausnutzen	['orth: 03 cap instead of lcp']
fold5	882	ID2298.txt	30	32	32	Verwandschaft	Verwandtschaft	['orth: 14 omissions: of one grapheme']
fold5	882	ID2298.txt	30	64	63	Man	Mann	['orth: 11 omissions: of double consonants']
fold5	882	ID2298.txt	30	114	112	nurnoch	nur noch	['orth: 09 tog instead of sep: other cases']
fold5	882	ID2298.txt	30	132	129	nutze	Nutze	['orth: 04 lcp/cap behind punctuation marks']
fold5	882	ID2298.txt	30	196	193	spiel	Spiel	['orth: 02 lcp instead of cap: other cases']
fold5	882	ID2298.txt	30	230	227	sachen	Sachen	['orth: 02 lcp instead of cap: other cases']
fold5	882	ID2298.txt	30	269	266	sachen	Sachen	['orth: 02 lcp instead of cap: other cases']
fold5	884	ID2298.txt	32	11	11	grund	Grund	['orth: 02 lcp instead of cap: other cases']
fold5	884	ID2298.txt	32	58	58	vollziehen	nachvollziehen	['orth: 06 sep instead of tog: compounds']
fold5	885	ID2298.txt	33	53	53	in	ihn	['orth: 14 omissions: of one grapheme']
fold5	885	ID2298.txt	33	117	116	lestern	lästern	['orth: 19 transpositions: of (e/ä) / (ä/e)']
fold5	886	ID2298.txt	34	48	48	das	dass	['orth: 11 omissions: of double consonants']
fold5	886	ID2298.txt	34	69	68	teilen	Teilen	['orth: 02 lcp instead of cap: other cases']
fold5	886	ID2298.txt	34	101	100	das	dass	['orth: 11 omissions: of double consonants']
fold5	886	ID2298.txt	34	124	122	unrecht	Unrecht	['orth: 02 lcp instead of cap: other cases']
fold5	887	ID2298.txt	35	34	34	meinung	Meinung	['orth: 02 lcp instead of cap: other cases']
fold5	888	ID2298.txt	36	53	53	anders rum	andersrum	['orth: 07 sep instead of tog: other cases']
fold5	888	ID2298.txt	36	116	117	rum proleten	rumproleten	['orth: 06 sep instead of tog: compounds']
fold5	889	ID2298.txt	37	42	42	das	dass	['orth: 11 omissions: of double consonants']
fold5	889	ID2298.txt	37	95	94	Jugendlich	jugendliche	['orth: 03 cap instead of lcp', 'orth: 14 omissions: of one grapheme']
fold5	890	ID2298.txt	38	29	29	erinnerungen	Erinnerungen	['orth: 02 lcp instead of cap: other cases']
fold5	891	ID2298.txt	39	20	20	frage	Frage	['orth: 02 lcp instead of cap: other cases']
fold5	892	ID2602.txt	1	3	3	laufe	Laufe	['orth: 02 lcp instead of cap: other cases']
fold5	895	ID2602.txt	4	33	33	unrecht	Unrecht	['orth: 02 lcp instead of cap: other cases']
fold5	895	ID2602.txt	4	113	113	welchen	welcher	['corr: unknown']
fold5	895	ID2602.txt	4	125	125	Jungen	jungen	['orth: 03 cap instead of lcp']
fold5	897	ID2602.txt	6	102	102	laufe	Laufe	['orth: 02 lcp instead of cap: other cases']
fold5	899	ID2602.txt	8	9	9	Lernt	lernt	['orth: 03 cap instead of lcp']
fold5	901	ID2602.txt	10	34	34	Jugendliche	jugendlichen	['corr: unknown']
fold5	903	ID2602.txt	12	79	79	halfen	helfen	['infl: others']
fold5	904	ID2602.txt	13	29	29	im Vergleich	im vergleich mit/zu	['ommi: incomplete_phrase']
fold5	905	ID2602.txt	14	16	16	durschnittlich	durchschnittlich	['orth: 17 insertions: other cases']
fold5	905	ID2602.txt	14	189	187	den	der	['corr: case']
fold5	905	ID2602.txt	14	193	191	Zivielisierten	zivilisierten	['orth: 16 insertions: of a vowel: (ie) instead of (i)', 'orth: 03 cap instead of lcp']
fold5	905	ID2602.txt	14	242	241	einen Fernseher, Play-Station, Computer	einen fernseher, eine playstation, einen computer	['ommi: ellipses']
fold5	906	ID2602.txt	15	19	19	bekammen	bekamen	['orth: 15 insertions: of double consonants']
fold5	907	ID2602.txt	16	87	87	Freihzeit	Freizeit	['orth: 17 insertions: other cases']
fold5	907	ID2602.txt	16	130	131	Pub's	Pubs	['orth: 26 missing or incorrect use of apostrophes']
fold5	908	ID2602.txt	17	7	7	Deutschen	deutschen	['orth: 03 cap instead of lcp']
